age,gender,height_cm,weight_kg,bmi,exercise_freq,diet_quality,sleep_hours,stress_level,smoker,alcohol_consumption,chronic_disease,calorie_daily,fat_total_g,exercise_freq_num,diet_quality_num,alcohol_num,smoker_num,chronic_num,gender_num
32.0,Male,171.2,94.7,32.3,1-2 times/week,Poor,8.4,4.0,Yes,Moderate,1,3215.0,139.0,1.5,1,2,1,1,0
30.0,Female,153.2,61.7,26.3,Daily,Good,8.9,5.0,Yes,High,0,2417.0,68.9,7.0,3,3,1,0,1
51.0,Female,161.9,95.4,36.4,3-5 times/week,Excellent,6.8,9.0,No,Low,0,2321.0,102.7,4.0,4,1,0,0,1
24.0,Other,157.4,74.8,30.2,3-5 times/week,Average,5.9,9.0,Yes,Moderate,0,2663.0,91.2,4.0,2,2,1,0,2
31.0,Female,152.1,76.6,33.1,3-5 times/week,Good,8.0,8.0,No,Moderate,0,2114.0,87.0,4.0,3,2,0,0,1
66.0,Female,164.0,58.6,21.8,3-5 times/week,Excellent,6.5,10.0,Yes,Low,0,1593.0,32.8,4.0,4,1,1,0,1
21.0,Male,176.6,100.1,32.1,3-5 times/week,Good,7.7,3.0,No,Low,0,3347.0,117.0,4.0,3,1,0,0,0
44.0,Other,164.3,72.6,26.9,Daily,Excellent,7.9,8.0,Yes,High,1,2271.0,57.4,7.0,4,3,1,1,2
46.0,Female,158.3,65.9,26.3,3-5 times/week,Poor,8.1,7.0,No,High,0,2781.0,113.3,4.0,1,3,0,0,1
54.0,Female,157.7,59.7,24.0,3-5 times/week,Average,4.0,3.0,No,Moderate,1,1963.0,65.7,4.0,2,2,0,1,1
39.0,Male,172.1,85.6,28.9,Daily,Good,7.0,4.0,No,Low,0,2922.0,91.0,7.0,3,1,0,0,0
31.0,Other,158.0,75.9,30.4,1-2 times/week,Good,4.9,10.0,No,Moderate,0,2871.0,81.1,1.5,3,2,0,0,2
19.0,Female,160.7,55.0,21.3,3-5 times/week,Average,7.7,2.0,No,Low,0,2193.0,65.4,4.0,2,1,0,0,1
44.0,Female,147.4,70.4,32.4,3-5 times/week,Poor,6.1,7.0,Yes,High,1,2624.0,111.8,4.0,1,3,1,1,1
37.0,Female,158.9,49.2,19.5,3-5 times/week,Excellent,7.0,6.0,No,Moderate,0,1762.0,40.7,4.0,4,2,0,0,1
60.0,Other,161.3,89.2,34.3,None,Good,10.0,3.0,No,Low,0,2537.0,109.3,0.0,3,1,0,0,2
58.0,Female,160.9,99.7,38.5,3-5 times/week,Poor,8.6,6.0,No,High,0,3062.0,132.3,4.0,1,3,0,0,1
40.0,Female,164.4,71.9,26.6,3-5 times/week,Poor,6.8,6.0,No,Low,0,2185.0,91.1,4.0,1,1,0,0,1
19.0,Other,159.2,90.5,35.7,3-5 times/week,Poor,7.6,7.0,Yes,Low,0,2261.0,93.0,4.0,1,1,1,0,2
44.0,Male,168.1,56.0,19.8,3-5 times/week,Excellent,7.9,6.0,No,Low,0,2221.0,44.7,4.0,4,1,0,0,0
59.0,Other,162.6,71.9,27.2,Daily,Average,6.5,7.0,No,Moderate,0,2781.0,95.2,7.0,2,2,0,0,2
40.0,Female,151.7,50.9,22.1,3-5 times/week,Excellent,7.2,9.0,Yes,Low,0,1551.0,41.8,4.0,4,1,1,0,1
46.0,Other,164.4,91.1,33.7,3-5 times/week,Good,5.0,7.0,Yes,High,0,2829.0,120.3,4.0,3,3,1,0,2
68.0,Male,167.4,81.5,29.1,3-5 times/week,Average,6.3,3.0,No,Low,0,2572.0,95.3,4.0,2,1,0,0,0
27.0,Female,155.9,67.6,27.8,3-5 times/week,Average,8.0,9.0,No,Moderate,1,2346.0,80.7,4.0,2,2,0,1,1
67.0,Male,177.3,53.1,16.9,3-5 times/week,Excellent,7.4,9.0,No,Low,0,2207.0,54.9,4.0,4,1,0,0,0
46.0,Male,184.8,95.6,28.0,Daily,Average,7.0,9.0,No,High,0,3469.0,121.4,7.0,2,3,0,0,0
18.0,Female,178.9,113.0,35.3,1-2 times/week,Good,6.5,4.0,No,Moderate,1,2826.0,89.4,1.5,3,2,0,1,1
56.0,Female,153.2,82.4,35.1,1-2 times/week,Poor,6.6,8.0,No,Low,0,2457.0,105.1,1.5,1,1,0,0,1
58.0,Female,159.3,88.1,34.7,1-2 times/week,Average,8.2,7.0,No,High,0,1991.0,69.5,1.5,2,3,0,0,1
61.0,Female,173.1,53.3,17.8,1-2 times/week,Good,11.0,7.0,Yes,Low,0,2065.0,54.7,1.5,3,1,1,0,1
61.0,Female,160.5,54.9,21.3,3-5 times/week,Excellent,5.5,2.0,No,High,0,1952.0,45.8,4.0,4,3,0,0,1
67.0,Male,173.0,87.1,29.1,1-2 times/week,Good,7.3,9.0,Yes,High,0,2861.0,72.7,1.5,3,3,1,0,0
46.0,Male,172.0,61.8,20.9,3-5 times/week,Good,7.4,7.0,No,Low,0,2642.0,77.9,4.0,3,1,0,0,0
67.0,Other,176.3,86.7,27.9,3-5 times/week,Average,8.2,1.0,Yes,Moderate,1,2227.0,76.6,4.0,2,2,1,1,2
32.0,Other,171.2,106.4,36.3,3-5 times/week,Poor,6.9,10.0,Yes,Low,0,2541.0,108.1,4.0,1,1,1,0,2
60.0,Other,168.5,74.4,26.2,Daily,Average,7.6,4.0,No,Moderate,1,2499.0,94.5,7.0,2,2,0,1,2
50.0,Male,173.9,71.1,23.5,3-5 times/week,Excellent,6.0,10.0,No,Low,0,2194.0,47.7,4.0,4,1,0,0,0
51.0,Other,154.5,73.0,30.6,3-5 times/week,Good,8.0,10.0,No,Moderate,0,1869.0,57.5,4.0,3,2,0,0,2
48.0,Male,175.8,84.7,27.4,1-2 times/week,Average,5.4,6.0,No,Low,0,2933.0,112.5,1.5,2,1,0,0,0
38.0,Female,160.9,70.4,27.2,3-5 times/week,Average,7.8,2.0,No,Low,0,2596.0,100.1,4.0,2,1,0,0,1
60.0,Male,167.4,95.0,33.9,1-2 times/week,Good,5.5,5.0,Yes,Moderate,0,2097.0,69.6,1.5,3,2,1,0,0
20.0,Other,169.6,96.1,33.4,3-5 times/week,Average,8.9,5.0,Yes,High,0,2915.0,99.4,4.0,2,3,1,0,2
43.0,Other,173.5,106.6,35.4,3-5 times/week,Poor,5.3,8.0,No,Low,1,2792.0,114.5,4.0,1,1,0,1,2
34.0,Other,166.1,91.0,33.0,None,Poor,8.5,8.0,No,Moderate,0,3038.0,140.7,0.0,1,2,0,0,2
34.0,Other,171.0,88.3,30.2,Daily,Poor,7.0,3.0,No,Moderate,0,3555.0,153.3,7.0,1,2,0,0,2
52.0,Other,154.8,47.7,19.9,Daily,Excellent,8.4,3.0,Yes,Moderate,0,1976.0,48.4,7.0,4,2,1,0,2
25.0,Male,160.7,39.8,15.4,Daily,Excellent,8.6,5.0,Yes,Moderate,0,2515.0,56.7,7.0,4,2,1,0,0
64.0,Other,160.3,63.2,24.6,3-5 times/week,Excellent,7.4,3.0,No,Low,0,1450.0,31.8,4.0,4,1,0,0,2
32.0,Other,168.7,61.8,21.7,3-5 times/week,Excellent,7.0,1.0,Yes,Moderate,0,1423.0,41.1,4.0,4,2,1,0,2
64.0,Other,166.6,77.2,27.8,None,Excellent,6.1,8.0,No,Low,1,1487.0,40.2,0.0,4,1,0,1,2
49.0,Male,171.5,88.5,30.1,3-5 times/week,Excellent,7.2,10.0,No,High,0,2646.0,69.5,4.0,4,3,0,0,0
30.0,Other,171.8,76.7,26.0,3-5 times/week,Average,8.6,5.0,Yes,Low,0,2761.0,104.2,4.0,2,1,1,0,2
32.0,Other,171.5,63.8,21.7,1-2 times/week,Good,6.4,6.0,No,Low,1,2606.0,73.4,1.5,3,1,0,1,2
61.0,Female,158.3,47.9,19.1,3-5 times/week,Excellent,8.5,1.0,No,Low,0,1324.0,36.1,4.0,4,1,0,0,1
34.0,Other,174.1,102.5,33.8,3-5 times/week,Average,7.1,8.0,Yes,Low,1,2036.0,75.2,4.0,2,1,1,1,2
37.0,Male,174.9,74.0,24.2,3-5 times/week,Good,8.0,7.0,No,High,0,2497.0,67.9,4.0,3,3,0,0,0
64.0,Other,166.2,115.2,41.7,Daily,Excellent,4.5,6.0,No,High,0,2329.0,63.4,7.0,4,3,0,0,2
19.0,Male,184.8,85.7,25.1,3-5 times/week,Excellent,5.7,7.0,Yes,Low,0,2441.0,52.6,4.0,4,1,1,0,0
52.0,Other,174.8,83.4,27.3,1-2 times/week,Poor,7.1,3.0,No,Low,0,2704.0,101.0,1.5,1,1,0,0,2
43.0,Other,165.2,46.7,17.1,Daily,Good,8.7,1.0,No,Low,1,2223.0,68.3,7.0,3,1,0,1,2
48.0,Male,175.1,56.7,18.5,Daily,Excellent,6.9,3.0,No,Low,1,2698.0,62.1,7.0,4,1,0,1,0
48.0,Female,178.4,82.4,25.9,1-2 times/week,Good,8.2,4.0,No,Low,1,2303.0,79.3,1.5,3,1,0,1,1
33.0,Other,158.6,72.7,28.9,1-2 times/week,Good,7.1,3.0,No,Low,0,2409.0,58.1,1.5,3,1,0,0,2
62.0,Female,161.1,76.3,29.4,1-2 times/week,Good,7.8,5.0,No,High,0,2333.0,73.3,1.5,3,3,0,0,1
36.0,Male,165.3,41.0,15.0,3-5 times/week,Excellent,6.9,6.0,No,Low,0,1594.0,47.4,4.0,4,1,0,0,0
26.0,Male,165.2,88.7,32.5,3-5 times/week,Average,6.2,4.0,No,High,0,2927.0,99.7,4.0,2,3,0,0,0
38.0,Female,146.1,59.6,27.9,Daily,Good,9.4,7.0,No,High,0,2456.0,62.2,7.0,3,3,0,0,1
49.0,Other,162.9,70.1,26.4,3-5 times/week,Poor,8.6,6.0,Yes,Low,0,2676.0,106.5,4.0,1,1,1,0,2
19.0,Other,155.3,51.4,21.3,Daily,Good,7.8,1.0,No,Low,1,2216.0,46.3,7.0,3,1,0,1,2
45.0,Male,168.9,122.1,42.8,None,Poor,6.7,6.0,Yes,High,0,3041.0,122.7,0.0,1,3,1,0,0
55.0,Female,156.5,80.3,32.8,3-5 times/week,Poor,9.5,2.0,No,Low,0,2438.0,110.1,4.0,1,1,0,0,1
39.0,Male,157.9,63.3,25.4,3-5 times/week,Good,8.0,8.0,Yes,High,0,3229.0,92.5,4.0,3,3,1,0,0
67.0,Female,171.2,90.3,30.8,3-5 times/week,Poor,6.9,4.0,No,Low,0,2756.0,114.9,4.0,1,1,0,0,1
64.0,Male,164.6,98.6,36.4,3-5 times/week,Average,7.0,8.0,Yes,Moderate,0,2080.0,75.8,4.0,2,2,1,0,0
38.0,Female,164.9,57.9,21.3,Daily,Poor,5.9,4.0,No,High,0,3718.0,162.7,7.0,1,3,0,0,1
69.0,Male,180.0,76.8,23.7,3-5 times/week,Excellent,7.9,8.0,No,Low,0,2052.0,43.4,4.0,4,1,0,0,0
52.0,Female,167.7,72.3,25.7,1-2 times/week,Good,7.4,7.0,Yes,Low,1,1485.0,46.5,1.5,3,1,1,1,1
35.0,Other,171.2,81.5,27.8,1-2 times/week,Average,7.0,9.0,No,Low,1,2960.0,113.6,1.5,2,1,0,1,2
43.0,Other,165.4,84.0,30.7,3-5 times/week,Good,5.7,5.0,No,High,0,2720.0,83.0,4.0,3,3,0,0,2
37.0,Male,180.6,106.3,32.6,1-2 times/week,Average,8.8,2.0,No,None,0,2693.0,94.8,1.5,2,0,0,0,0
28.0,Other,172.1,85.0,28.7,3-5 times/week,Average,8.6,8.0,Yes,Low,0,2772.0,106.5,4.0,2,1,1,0,2
32.0,Other,169.9,94.7,32.8,Daily,Poor,5.5,5.0,No,Low,1,2892.0,115.1,7.0,1,1,0,1,2
49.0,Male,172.0,99.7,33.7,3-5 times/week,Average,7.6,6.0,No,Low,1,2683.0,100.8,4.0,2,1,0,1,0
57.0,Male,170.5,89.5,30.8,Daily,Poor,6.8,6.0,No,High,1,3303.0,141.5,7.0,1,3,0,1,0
22.0,Male,171.3,46.4,15.8,Daily,Excellent,5.8,3.0,Yes,Low,0,2615.0,53.6,7.0,4,1,1,0,0
40.0,Male,179.2,90.9,28.3,Daily,Average,6.2,1.0,No,Moderate,0,3084.0,114.6,7.0,2,2,0,0,0
27.0,Other,161.1,85.6,33.0,Daily,Average,6.5,6.0,No,High,1,2822.0,94.2,7.0,2,3,0,1,2
33.0,Other,167.6,71.1,25.3,3-5 times/week,Poor,6.2,5.0,Yes,Moderate,1,3121.0,113.4,4.0,1,2,1,1,2
54.0,Female,163.0,73.1,27.5,3-5 times/week,Excellent,7.6,7.0,Yes,High,1,2290.0,58.7,4.0,4,3,1,1,1
64.0,Female,147.4,72.4,33.3,3-5 times/week,Poor,5.9,9.0,No,Low,0,2495.0,104.9,4.0,1,1,0,0,1
42.0,Male,166.9,46.0,16.5,Daily,Excellent,7.0,10.0,No,High,0,2535.0,67.9,7.0,4,3,0,0,0
58.0,Female,167.4,79.9,28.5,3-5 times/week,Excellent,5.6,6.0,Yes,Moderate,0,2174.0,49.6,4.0,4,2,1,0,1
18.0,Female,158.0,48.4,19.4,Daily,Good,8.3,9.0,No,Low,0,2616.0,95.1,7.0,3,1,0,0,1
31.0,Male,177.9,97.5,30.8,Daily,Excellent,5.8,8.0,Yes,Low,0,2364.0,45.3,7.0,4,1,1,0,0
62.0,Male,170.0,62.7,21.7,3-5 times/week,Good,8.5,6.0,No,Low,1,1617.0,52.1,4.0,3,1,0,1,0
37.0,Other,161.4,82.1,31.5,3-5 times/week,Average,5.0,6.0,No,Moderate,1,2483.0,86.1,4.0,2,2,0,1,2
66.0,Male,170.7,51.6,17.7,3-5 times/week,Good,7.4,10.0,No,Low,0,2272.0,54.0,4.0,3,1,0,0,0
63.0,Other,178.4,59.2,18.6,3-5 times/week,Good,8.0,3.0,Yes,Low,0,2463.0,77.7,4.0,3,1,1,0,2
19.0,Female,169.4,100.2,34.9,3-5 times/week,Poor,7.1,6.0,Yes,High,0,2872.0,117.4,4.0,1,3,1,0,1
55.0,Male,175.6,108.5,35.2,Daily,Average,5.6,6.0,No,High,1,2735.0,100.0,7.0,2,3,0,1,0
40.0,Other,160.4,81.6,31.7,3-5 times/week,Excellent,7.4,10.0,Yes,Low,0,2248.0,51.3,4.0,4,1,1,0,2
62.0,Male,171.0,83.3,28.5,3-5 times/week,Poor,8.8,5.0,No,Low,0,3053.0,120.6,4.0,1,1,0,0,0
54.0,Male,175.1,83.4,27.2,Daily,Poor,7.8,4.0,No,Low,0,3139.0,129.5,7.0,1,1,0,0,0
32.0,Male,171.9,117.3,39.7,Daily,Average,5.2,8.0,No,High,1,3070.0,88.8,7.0,2,3,0,1,0
43.0,Other,186.3,140.6,40.5,3-5 times/week,Average,7.2,8.0,No,Moderate,0,2734.0,99.1,4.0,2,2,0,0,2
38.0,Male,173.8,85.8,28.4,3-5 times/week,Poor,6.4,8.0,Yes,Low,0,3355.0,140.0,4.0,1,1,1,0,0
29.0,Other,157.3,63.6,25.7,3-5 times/week,Excellent,6.1,7.0,No,Low,0,1971.0,46.2,4.0,4,1,0,0,2
53.0,Other,162.7,65.4,24.7,3-5 times/week,Good,7.0,9.0,Yes,High,0,2252.0,52.0,4.0,3,3,1,0,2
47.0,Male,168.2,62.8,22.2,3-5 times/week,Excellent,8.8,2.0,No,Low,0,2253.0,44.8,4.0,4,1,0,0,0
30.0,Other,164.4,69.2,25.6,3-5 times/week,Average,7.0,8.0,No,Low,0,2389.0,78.0,4.0,2,1,0,0,2
50.0,Male,164.4,88.4,32.7,3-5 times/week,Poor,6.6,9.0,No,Low,0,3136.0,140.2,4.0,1,1,0,0,0
46.0,Male,178.8,71.3,22.3,3-5 times/week,Good,7.0,2.0,Yes,Moderate,0,2393.0,73.1,4.0,3,2,1,0,0
27.0,Male,167.1,76.8,27.5,3-5 times/week,Good,8.9,9.0,Yes,High,0,3073.0,103.1,4.0,3,3,1,0,0
58.0,Male,179.9,124.0,38.3,1-2 times/week,Poor,6.8,6.0,No,Low,0,3058.0,120.6,1.5,1,1,0,0,0
41.0,Other,180.1,65.2,20.1,1-2 times/week,Excellent,7.8,2.0,No,Low,1,2108.0,49.6,1.5,4,1,0,1,2
35.0,Female,151.0,52.4,23.0,1-2 times/week,Excellent,5.8,3.0,No,Low,0,2040.0,51.9,1.5,4,1,0,0,1
59.0,Other,174.0,71.1,23.5,3-5 times/week,Good,8.1,2.0,No,Low,0,2204.0,54.6,4.0,3,1,0,0,2
19.0,Male,163.8,84.8,31.6,3-5 times/week,Average,7.2,7.0,Yes,Low,0,2525.0,91.4,4.0,2,1,1,0,0
32.0,Male,183.7,56.7,16.8,Daily,Good,7.7,7.0,No,Low,1,2755.0,85.3,7.0,3,1,0,1,0
57.0,Other,162.8,83.8,31.6,3-5 times/week,Good,8.2,5.0,Yes,Moderate,1,2715.0,82.3,4.0,3,2,1,1,2
56.0,Male,176.1,76.0,24.5,3-5 times/week,Excellent,6.4,7.0,No,Low,0,2520.0,57.7,4.0,4,1,0,0,0
46.0,Female,168.7,76.0,26.7,3-5 times/week,Good,7.5,6.0,Yes,High,0,2278.0,66.0,4.0,3,3,1,0,1
45.0,Male,174.8,47.4,15.5,Daily,Excellent,4.5,5.0,No,Low,0,2343.0,44.2,7.0,4,1,0,0,0
24.0,Other,171.5,86.5,29.4,1-2 times/week,Good,8.2,3.0,Yes,High,0,1878.0,45.1,1.5,3,3,1,0,2
49.0,Male,175.5,94.6,30.7,3-5 times/week,Poor,6.4,6.0,No,Low,0,3196.0,133.5,4.0,1,1,0,0,0
38.0,Other,157.5,78.4,31.6,3-5 times/week,Good,7.1,9.0,Yes,Moderate,0,2817.0,100.6,4.0,3,2,1,0,2
48.0,Female,152.1,54.1,23.4,3-5 times/week,Excellent,6.6,10.0,No,Moderate,0,2071.0,51.9,4.0,4,2,0,0,1
45.0,Female,157.2,59.1,23.9,3-5 times/week,Good,9.1,4.0,No,High,0,2705.0,80.5,4.0,3,3,0,0,1
63.0,Male,170.6,79.2,27.2,3-5 times/week,Excellent,5.2,4.0,Yes,Moderate,1,1770.0,43.2,4.0,4,2,1,1,0
27.0,Female,159.3,81.5,32.1,1-2 times/week,Average,6.7,9.0,No,Low,1,2369.0,84.1,1.5,2,1,0,1,1
65.0,Other,159.4,62.5,24.6,Daily,Poor,4.9,6.0,No,Low,1,2294.0,98.7,7.0,1,1,0,1,2
57.0,Other,151.7,63.3,27.5,Daily,Poor,8.4,4.0,No,Moderate,0,2770.0,119.1,7.0,1,2,0,0,2
33.0,Male,178.2,103.8,32.7,1-2 times/week,Poor,9.1,3.0,No,Low,0,2685.0,117.4,1.5,1,1,0,0,0
38.0,Female,155.7,83.6,34.5,3-5 times/week,Poor,6.3,7.0,No,Low,0,2186.0,86.0,4.0,1,1,0,0,1
64.0,Male,176.2,81.3,26.2,1-2 times/week,Excellent,5.5,8.0,No,Low,0,1601.0,48.1,1.5,4,1,0,0,0
33.0,Other,154.6,84.1,35.2,3-5 times/week,Poor,5.5,3.0,No,Low,0,2508.0,102.9,4.0,1,1,0,0,2
45.0,Female,158.1,89.2,35.7,Daily,Poor,6.6,8.0,Yes,High,0,2988.0,125.0,7.0,1,3,1,0,1
47.0,Male,172.5,65.8,22.1,3-5 times/week,Good,7.4,8.0,No,Low,0,2501.0,72.0,4.0,3,1,0,0,0
67.0,Male,169.9,93.5,32.4,3-5 times/week,Average,7.0,7.0,No,Moderate,0,2887.0,112.4,4.0,2,2,0,0,0
39.0,Male,173.3,91.9,30.6,3-5 times/week,Poor,5.9,3.0,Yes,Low,0,2667.0,104.3,4.0,1,1,1,0,0
53.0,Other,171.2,105.2,35.9,3-5 times/week,Poor,6.6,10.0,Yes,Moderate,0,3172.0,140.3,4.0,1,2,1,0,2
66.0,Male,171.3,104.8,35.7,3-5 times/week,Poor,4.7,9.0,Yes,Low,0,3214.0,140.6,4.0,1,1,1,0,0
23.0,Female,160.8,59.0,22.8,1-2 times/week,Good,6.5,1.0,Yes,High,1,1976.0,52.5,1.5,3,3,1,1,1
38.0,Female,162.5,63.4,24.0,3-5 times/week,Good,8.5,9.0,No,None,0,2643.0,81.8,4.0,3,0,0,0,1
68.0,Female,146.7,59.8,27.8,Daily,Excellent,6.5,8.0,No,Low,0,1876.0,56.9,7.0,4,1,0,0,1
58.0,Female,157.0,73.7,29.9,Daily,Average,4.0,7.0,No,Low,1,1993.0,71.4,7.0,2,1,0,1,1
42.0,Female,166.8,55.1,19.8,1-2 times/week,Excellent,6.9,8.0,No,Low,0,1897.0,50.6,1.5,4,1,0,0,1
49.0,Male,166.4,85.0,30.7,3-5 times/week,Average,7.5,10.0,Yes,Low,0,2649.0,88.0,4.0,2,1,1,0,0
40.0,Female,155.1,88.0,36.6,1-2 times/week,Good,7.8,2.0,Yes,High,1,1810.0,47.2,1.5,3,3,1,1,1
34.0,Male,178.3,84.2,26.5,3-5 times/week,Good,6.9,6.0,No,Low,0,2411.0,68.2,4.0,3,1,0,0,0
20.0,Female,155.0,78.6,32.7,3-5 times/week,Good,5.9,8.0,Yes,Low,0,2872.0,112.8,4.0,3,1,1,0,1
68.0,Male,175.2,95.5,31.1,3-5 times/week,Poor,7.0,8.0,Yes,Low,0,2679.0,122.1,4.0,1,1,1,0,0
25.0,Other,179.5,80.6,25.0,Daily,Good,7.4,8.0,No,High,0,2963.0,75.7,7.0,3,3,0,0,2
51.0,Female,166.7,89.8,32.3,1-2 times/week,Poor,8.5,10.0,No,High,0,2608.0,117.0,1.5,1,3,0,0,1
64.0,Male,172.9,91.2,30.5,Daily,Poor,6.9,10.0,No,Low,0,2800.0,117.5,7.0,1,1,0,0,0
39.0,Male,173.8,73.4,24.3,1-2 times/week,Excellent,7.0,7.0,No,Low,0,2808.0,73.4,1.5,4,1,0,0,0
34.0,Other,155.3,56.7,23.5,3-5 times/week,Excellent,8.5,9.0,No,Low,0,1812.0,54.1,4.0,4,1,0,0,2
46.0,Other,166.6,73.3,26.4,1-2 times/week,Average,6.0,8.0,Yes,Low,0,2692.0,91.6,1.5,2,1,1,0,2
44.0,Male,173.7,82.4,27.3,3-5 times/week,Average,6.9,6.0,No,Low,0,2425.0,80.7,4.0,2,1,0,0,0
25.0,Female,163.1,66.8,25.1,3-5 times/week,Good,7.0,6.0,Yes,Low,0,2099.0,58.2,4.0,3,1,1,0,1
30.0,Male,169.7,76.3,26.5,Daily,Average,6.7,6.0,Yes,High,0,3414.0,115.7,7.0,2,3,1,0,0
65.0,Female,162.0,46.7,17.8,1-2 times/week,Average,7.3,7.0,No,Low,0,1970.0,63.8,1.5,2,1,0,0,1
49.0,Other,157.5,62.5,25.2,3-5 times/week,Excellent,6.9,10.0,No,Low,1,1404.0,33.9,4.0,4,1,0,1,2
30.0,Other,165.5,68.7,25.1,Daily,Poor,10.0,6.0,Yes,Low,0,2929.0,135.0,7.0,1,1,1,0,2
47.0,Female,152.6,64.3,27.6,1-2 times/week,Poor,7.5,9.0,No,Moderate,0,2669.0,104.3,1.5,1,2,0,0,1
34.0,Other,162.2,46.3,17.6,Daily,Excellent,4.9,3.0,Yes,Low,0,2347.0,57.4,7.0,4,1,1,0,2
29.0,Female,157.9,69.8,28.0,3-5 times/week,Good,6.1,10.0,No,None,0,2325.0,76.0,4.0,3,0,0,0,1
45.0,Female,154.7,83.0,34.7,3-5 times/week,Excellent,7.5,8.0,No,Moderate,0,1483.0,34.9,4.0,4,2,0,0,1
68.0,Other,164.3,96.1,35.6,Daily,Poor,6.1,4.0,No,High,0,3138.0,133.3,7.0,1,3,0,0,2
40.0,Other,187.6,117.9,33.5,1-2 times/week,Good,9.5,10.0,No,Low,1,2168.0,69.2,1.5,3,1,0,1,2
68.0,Female,160.3,74.0,28.8,1-2 times/week,Poor,8.3,8.0,Yes,Low,0,2772.0,124.4,1.5,1,1,1,0,1
61.0,Other,163.6,72.0,26.9,Daily,Good,4.3,2.0,Yes,High,0,2370.0,85.6,7.0,3,3,1,0,2
23.0,Other,166.6,65.2,23.5,3-5 times/week,Good,5.7,4.0,No,High,0,2460.0,73.7,4.0,3,3,0,0,2
23.0,Female,160.4,64.1,24.9,Daily,Excellent,6.1,1.0,No,High,0,2649.0,87.8,7.0,4,3,0,0,1
33.0,Other,175.8,67.1,21.7,3-5 times/week,Average,6.6,2.0,No,Low,0,2190.0,84.1,4.0,2,1,0,0,2
69.0,Female,160.2,61.9,24.1,3-5 times/week,Average,9.2,6.0,No,High,0,2040.0,73.2,4.0,2,3,0,0,1
65.0,Female,166.2,69.1,25.0,3-5 times/week,Excellent,7.0,3.0,No,Low,0,1945.0,51.5,4.0,4,1,0,0,1
33.0,Male,168.8,126.8,44.3,3-5 times/week,Average,8.3,10.0,No,Low,0,3237.0,112.0,4.0,2,1,0,0,0
66.0,Female,166.5,76.0,27.4,3-5 times/week,Poor,7.0,2.0,No,High,1,3007.0,127.3,4.0,1,3,0,1,1
50.0,Male,167.6,82.0,29.2,1-2 times/week,Good,6.0,3.0,No,Moderate,0,2935.0,130.3,1.5,3,2,0,0,0
18.0,Female,170.9,60.2,20.6,3-5 times/week,Good,7.4,2.0,No,Low,1,1874.0,53.1,4.0,3,1,0,1,1
29.0,Male,161.9,70.5,26.9,1-2 times/week,Good,9.2,7.0,No,Low,0,2989.0,97.1,1.5,3,1,0,0,0
36.0,Male,169.6,58.4,20.3,1-2 times/week,Average,7.2,8.0,No,Low,1,2669.0,89.7,1.5,2,1,0,1,0
62.0,Male,174.9,90.2,29.5,3-5 times/week,Poor,7.7,4.0,No,Moderate,1,3334.0,141.3,4.0,1,2,0,1,0
43.0,Female,158.3,79.4,31.7,3-5 times/week,Average,7.8,1.0,Yes,Low,0,1927.0,81.1,4.0,2,1,1,0,1
27.0,Male,177.1,111.7,35.6,3-5 times/week,Poor,7.2,6.0,No,Low,0,3473.0,154.7,4.0,1,1,0,0,0
45.0,Male,158.4,42.9,17.1,Daily,Good,7.2,8.0,No,Low,0,1919.0,47.5,7.0,3,1,0,0,0
33.0,Male,174.9,94.2,30.8,1-2 times/week,Poor,6.5,8.0,No,Low,0,2998.0,122.5,1.5,1,1,0,0,0
37.0,Other,161.5,70.4,27.0,1-2 times/week,Good,6.2,8.0,Yes,High,0,2338.0,73.8,1.5,3,3,1,0,2
18.0,Male,166.3,68.6,24.8,Daily,Good,6.8,10.0,Yes,Low,0,2391.0,52.1,7.0,3,1,1,0,0
62.0,Female,164.6,73.7,27.2,3-5 times/week,Poor,5.2,3.0,No,Low,0,2634.0,118.1,4.0,1,1,0,0,1
21.0,Male,179.5,110.5,34.3,Daily,Average,8.5,5.0,No,Low,1,2882.0,102.2,7.0,2,1,0,1,0
47.0,Other,156.8,60.2,24.5,3-5 times/week,Poor,6.1,6.0,Yes,Moderate,0,2863.0,127.0,4.0,1,2,1,0,2
56.0,Male,181.7,96.1,29.1,3-5 times/week,Average,8.0,8.0,No,Low,0,2942.0,100.6,4.0,2,1,0,0,0
50.0,Other,157.1,65.9,26.7,Daily,Average,7.0,9.0,No,Low,0,2573.0,91.3,7.0,2,1,0,0,2
53.0,Female,154.3,68.3,28.7,3-5 times/week,Poor,5.6,9.0,No,High,0,2929.0,126.5,4.0,1,3,0,0,1
54.0,Male,168.6,82.2,28.9,3-5 times/week,Good,7.7,2.0,No,Moderate,0,2939.0,91.1,4.0,3,2,0,0,0
50.0,Other,153.6,61.1,25.9,Daily,Excellent,7.5,6.0,No,High,1,2539.0,56.1,7.0,4,3,0,1,2
57.0,Other,159.1,62.5,24.7,3-5 times/week,Good,7.1,1.0,Yes,Low,0,2323.0,83.3,4.0,3,1,1,0,2
33.0,Other,174.7,75.1,24.6,1-2 times/week,Average,7.3,6.0,No,Low,1,2442.0,94.0,1.5,2,1,0,1,2
36.0,Male,173.3,77.8,25.9,Daily,Average,7.7,6.0,No,Low,0,3290.0,114.5,7.0,2,1,0,0,0
